Model,Const,Mem,Prop,#States (min),#Params (min),Add. Settings,Method,Time,Found
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Project without gradient,momentum-sign,131.494,5.7121
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Project with gradient,momentum-sign,116.793,5.7121
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Logistic Sigmoid,momentum-sign,464.079,5.9952
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Logarithmic Barrier,nesterov-sign,ERR,ERR
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Project without gradient,nesterov-sign,130.401,5.8129
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Project with gradient,nesterov-sign,129.832,5.8129
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Logistic Sigmoid,nesterov-sign,518.877,5.9805
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Project without gradient,adam,550.464,5.9409
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Project with gradient,adam,583.511,5.9409
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Logistic Sigmoid,adam,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Project without gradient,momentum-sign,459.634,5.9749
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Project with gradient,momentum-sign,453.461,5.9749
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Logistic Sigmoid,momentum-sign,1844.675,5.9999
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Logarithmic Barrier,nesterov-sign,ERR,ERR
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Project without gradient,nesterov-sign,472.742,5.9569
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Project with gradient,nesterov-sign,506.986,5.9569
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.01 Logistic Sigmoid,nesterov-sign,3020.931,5.9908
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Project without gradient,adam,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Project with gradient,adam,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Logistic Sigmoid,adam,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Project without gradient,momentum-sign,2253.976,5.9797
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Project with gradient,momentum-sign,2177.925,5.9797
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Logistic Sigmoid,momentum-sign,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Project without gradient,nesterov-sign,2281.971,5.9995
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Project with gradient,nesterov-sign,2489.923,5.9994
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.001 Logistic Sigmoid,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Project without gradient,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Project with gradient,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Logistic Sigmoid,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Project without gradient,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Project with gradient,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Logistic Sigmoid,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Logarithmic Barrier,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Project without gradient,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Project with gradient,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1 Logistic Sigmoid,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Project without gradient,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Project with gradient,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Logistic Sigmoid,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Project without gradient,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Project with gradient,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Logistic Sigmoid,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Logarithmic Barrier,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Project without gradient,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Project with gradient,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.01 Logistic Sigmoid,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Project without gradient,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Project with gradient,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Logistic Sigmoid,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Project without gradient,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Project with gradient,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Logistic Sigmoid,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Project without gradient,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Project with gradient,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.001 Logistic Sigmoid,nesterov-sign,N/A,N/A
